Source,Target,Weight,Date
C266,M571,4,2005-01-09
C266,M788,5,2005-01-04
C266,M886,4,2005-02-23
C266,M1145,3,2005-01-03
C266,M1180,4,2005-01-09
C266,M1202,5,2005-01-04
C266,M1220,5,2005-01-09
C266,M1255,5,2005-01-04
C266,M1295,5,2005-01-04
C266,M1307,3,2005-02-23
C266,M1406,4,2005-01-11
C266,M1509,5,2005-01-24
C266,M1659,5,2005-01-24
C266,M1744,3,2005-01-04
C266,M1798,5,2005-01-24
C266,M1901,4,2005-01-24
C266,M1905,5,2005-01-04
C266,M1962,5,2005-01-04
C266,M2095,4,2005-01-24
C266,M2152,5,2005-01-03
C266,M2178,4,2005-02-09
C266,M2186,5,2005-01-24
C266,M2518,4,2005-01-26
C266,M2771,4,2005-01-24
C266,M2782,5,2005-01-09
C266,M2862,4,2005-01-24
C266,M3085,2,2005-01-04
C266,M3150,3,2005-01-04
C266,M3274,5,2005-03-04
C266,M3541,5,2005-01-04
C266,M3610,5,2005-01-04
C266,M3624,5,2005-01-04
C266,M3638,3,2005-02-09
C266,M3756,4,2005-01-09
C266,M3860,4,2005-01-24
C266,M3893,4,2005-01-09
C266,M3894,4,2005-02-23
C266,M3903,3,2005-02-09
C266,M3925,5,2005-01-11
C266,M3966,3,2005-03-02
C266,M4123,4,2005-01-03
C266,M4306,4,2005-01-24
C266,M4369,3,2005-01-09
C266,M4432,4,2005-01-04
C267,M551,3,2002-02-07
C267,M798,3,2002-02-07
C267,M4393,4,2002-02-07
C268,M44,5,2005-07-25
C268,M58,5,2005-08-26
C268,M257,5,2005-08-16
C268,M299,4,2005-09-06
C268,M442,5,2005-08-16
C268,M483,4,2005-07-25
C268,M509,2,2005-09-21
C268,M607,5,2005-07-25
C268,M692,5,2005-08-26
C268,M798,3,2005-07-25
C268,M886,5,2005-10-06
C268,M940,5,2005-08-16
C268,M1066,5,2005-08-26
C268,M1104,5,2005-08-26
C268,M1110,5,2005-08-24
C268,M1144,4,2005-07-25
C268,M1180,4,2005-08-26
C268,M1213,5,2005-08-26
C268,M1256,2,2005-07-25
C268,M1289,4,2005-07-25
C268,M1314,5,2005-08-26
C268,M1406,5,2005-08-04
C268,M1542,5,2005-07-25
C268,M1619,5,2005-08-26
C268,M1757,5,2005-11-28
C268,M1798,5,2005-08-26
C268,M1799,3,2005-07-25
C268,M1843,3,2005-07-25
C268,M2095,5,2005-07-25
C268,M2153,5,2005-07-25
C268,M2192,5,2005-08-16
C268,M2284,5,2005-08-16
C268,M2290,5,2005-08-16
C268,M2342,4,2005-12-20
C268,M2380,5,2005-08-26
C268,M2452,5,2005-07-25
C268,M2690,5,2005-08-16
C268,M2791,4,2005-09-06
C268,M2862,5,2005-07-25
C268,M2890,5,2005-08-24
C268,M2913,4,2005-10-31
C268,M2938,2,2005-07-25
C268,M3017,5,2005-08-26
C268,M3078,2,2005-07-25
C268,M3079,5,2005-07-25
C268,M3106,4,2005-07-25
C268,M3113,1,2005-07-25
C268,M3165,2,2005-08-26
C268,M3285,5,2005-08-24
C268,M3364,4,2005-08-26
C268,M3391,5,2005-08-24
C268,M3418,5,2005-07-25
C268,M3427,5,2005-07-25
C268,M3478,5,2005-08-24
C268,M3538,5,2005-07-25
C268,M3551,5,2005-08-16
C268,M3610,4,2005-07-25
C268,M3650,5,2005-08-26
C268,M3684,1,2005-07-25
C268,M3782,5,2005-08-24
C268,M3921,5,2005-07-25
C268,M3938,5,2005-07-25
C268,M3962,5,2005-07-25
C268,M4056,1,2005-07-25
C268,M4100,4,2005-09-13
C268,M4123,5,2005-07-25
C268,M4266,5,2005-11-14
C268,M4306,5,2005-09-19
C268,M4345,4,2005-10-13
C268,M4369,1,2005-07-25
C283,M30,4,2004-05-28
C283,M148,1,2002-08-13
C283,M270,4,2005-07-24
C283,M295,3,2004-05-28
C283,M299,5,2002-08-13
C283,M312,4,2004-12-07
C283,M313,2,2004-05-21
C283,M331,4,2004-05-11
C283,M414,3,2002-08-13
C283,M443,4,2004-05-21
C283,M457,4,2004-10-03
C283,M483,4,2002-08-13
C283,M551,3,2002-04-20
C283,M571,3,2002-04-20
C283,M607,3,2005-07-24
C283,M708,3,2002-04-20
C283,M758,4,2004-12-07
C283,M788,3,2002-04-20
C283,M789,2,2005-07-24
C283,M798,4,2002-04-20
C283,M886,3,2005-06-08
C283,M919,4,2003-06-17
C283,M985,5,2002-04-20
C283,M1102,4,2002-04-20
C283,M1110,4,2004-05-28
C283,M1144,3,2005-07-24
C283,M1145,3,2002-08-13
C283,M1174,4,2004-06-04
C283,M1180,3,2004-05-28
C283,M1305,2,2004-05-28
C283,M1394,1,2002-08-13
C283,M1428,3,2004-05-21
C283,M1470,4,2004-05-28
C283,M1542,4,2002-04-20
C283,M1561,2,2004-12-07
C283,M1585,3,2004-12-07
C283,M1615,5,2004-06-04
C283,M1625,4,2004-06-24
C283,M1703,5,2002-04-20
C283,M1799,3,2002-04-20
C283,M1800,3,2005-07-24
C283,M1833,3,2004-12-07
C283,M1854,4,2002-08-13
C283,M1877,5,2005-07-24
C283,M1905,4,2004-05-28
C283,M1955,3,2002-08-13
C283,M1962,3,2004-12-07
C283,M1976,2,2002-08-13
C283,M2000,3,2004-05-11
C283,M2009,1,2002-08-13
C283,M2095,4,2004-06-04
C283,M2112,4,2004-06-04
C283,M2128,5,2002-04-20
C283,M2152,4,2002-04-20
C283,M2186,5,2005-07-24
C283,M2192,3,2002-04-20
C283,M2340,3,2002-08-13
C283,M2342,4,2005-01-11
C283,M2372,4,2005-06-08
C283,M2376,3,2004-06-04
C283,M2391,3,2005-06-08
C283,M2395,4,2002-04-20
C283,M2400,2,2002-04-20
C283,M2452,4,2004-05-28
C283,M2457,3,2005-07-24
C283,M2580,3,2004-05-28
C283,M2617,3,2004-12-07
C283,M2699,3,2004-12-07
C283,M2782,3,2002-08-13
C283,M2800,3,2004-12-07
C283,M2803,4,2005-07-24
C283,M2942,5,2005-07-24
C283,M2992,5,2004-05-28
C283,M3079,5,2004-06-04
C283,M3106,4,2002-04-20
C283,M3190,3,2002-08-13
C283,M3254,3,2004-05-28
C283,M3282,4,2005-06-08
C283,M3312,3,2002-11-23
C283,M3320,3,2004-05-28
C283,M3333,3,2005-02-25
C283,M3364,4,2005-07-24
C283,M3368,2,2004-05-21
C283,M3371,4,2004-05-21
C283,M3385,3,2004-12-07
C283,M3418,3,2004-05-21
C283,M3427,4,2004-05-28
C283,M3433,3,2004-05-21
C283,M3521,4,2004-07-02
C283,M3538,4,2005-07-24
C283,M3611,2,2002-08-13
C283,M3638,5,2004-05-28
C283,M3756,3,2004-05-28
C283,M3825,3,2004-05-28
C283,M3860,4,2004-05-28
C283,M3905,4,2002-08-13
C283,M3917,4,2005-02-01
C283,M3936,2,2002-08-13
C283,M3938,4,2005-06-08
C283,M3962,5,2004-05-28
C283,M4012,2,2002-08-13
C283,M4043,4,2004-05-28
C283,M4141,3,2002-08-13
C283,M4216,3,2005-07-24
C283,M4227,2,2002-04-20
C283,M4262,4,2004-12-07
C283,M4266,4,2005-06-08
C283,M4306,4,2004-06-04
C283,M4315,4,2005-07-15
C283,M4330,4,2005-07-24
C283,M4341,4,2004-05-28
C283,M4345,4,2004-06-04
C283,M4356,3,2004-06-04
C283,M4369,3,2005-07-24
C283,M4384,2,2004-12-07
C283,M4432,5,2004-12-07
C283,M4472,5,2004-05-10
C291,M191,3,2004-05-24
C291,M252,4,2003-03-17
C291,M299,5,2004-05-24
C291,M329,3,2003-05-15
C291,M393,3,2003-07-23
C291,M483,4,2003-07-07
C291,M571,3,2003-02-27
C291,M607,3,2005-01-10
C291,M708,3,2003-07-07
C291,M942,4,2003-03-11
C291,M985,4,2003-05-15
C291,M1102,2,2003-06-03
C291,M1174,4,2005-08-25
C291,M1202,4,2005-01-10
C291,M1307,4,2004-05-24
C291,M1428,4,2003-08-19
C291,M1435,4,2003-07-07
C291,M1542,3,2005-01-24
C291,M1571,4,2005-01-10
C291,M1659,3,2005-01-10
C291,M1754,4,2005-01-10
C291,M1905,5,2004-03-26
C291,M2012,5,2005-04-11
C291,M2095,4,2005-01-10
C291,M2128,4,2005-01-10
C291,M2452,5,2004-03-26
C291,M2456,3,2005-01-10
C291,M2462,2,2005-01-10
C291,M2617,3,2004-03-26
C291,M2800,3,2004-03-26
C291,M2803,5,2004-04-28
C291,M2953,5,2003-06-23
C291,M3106,3,2005-01-10
C291,M3151,3,2005-01-24
C291,M3320,4,2004-03-26
C291,M3368,3,2003-07-07
C291,M3385,1,2005-01-10
C291,M3427,4,2004-03-26
C291,M3466,3,2003-07-07
C291,M3491,3,2003-07-07
C291,M3782,3,2005-01-10
C291,M3825,3,2003-07-07
C291,M3860,5,2004-03-26
C291,M3905,4,2004-03-26
C291,M3925,4,2004-03-26
C291,M3938,5,2005-01-10
C291,M3954,4,2003-10-03
C291,M3962,5,2004-03-26
C291,M4043,4,2004-03-26
C291,M4056,2,2005-01-10
C291,M4135,4,2003-08-04
C291,M4141,3,2005-01-10
C291,M4216,3,2005-01-10
C291,M4227,4,2005-01-10
C291,M4330,4,2005-01-24
C291,M4356,3,2003-04-14
C291,M4432,4,2004-05-24
C296,M30,4,2005-10-31
C296,M44,3,2005-11-14
C296,M83,4,2005-11-14
C296,M313,4,2005-11-14
C296,M357,1,2005-11-10
C296,M443,4,2005-11-10
C296,M571,1,2005-11-29
C296,M886,4,2005-10-31
C296,M1110,5,2005-06-13
C296,M1144,5,2005-06-13
C296,M1145,3,2005-06-13
C296,M1180,5,2005-11-10
C296,M1220,4,2005-10-31
C296,M1466,2,2005-11-29
C296,M1470,4,2005-10-31
C296,M1542,4,2005-06-13
C296,M1615,4,2005-06-13
C296,M1694,3,2005-11-10
C296,M1884,4,2005-11-29
C296,M1890,4,2005-11-14
C296,M1905,3,2005-10-31
C296,M1962,2,2005-10-31
C296,M1969,3,2005-11-14
C296,M2000,3,2005-06-13
C296,M2128,4,2005-11-29
C296,M2139,3,2005-11-14
C296,M2209,5,2005-06-13
C296,M2342,4,2005-11-10
C296,M2372,2,2005-10-31
C296,M2391,1,2005-06-13
C296,M2660,5,2005-06-13
C296,M2701,3,2005-11-29
C296,M2743,3,2005-11-10
C296,M2782,3,2005-11-14
C296,M2800,3,2005-06-13
C296,M2809,1,2005-11-14
C296,M2862,3,2005-11-29
C296,M2865,4,2005-11-29
C296,M2913,4,2005-10-31
C296,M2953,4,2005-11-29
C296,M3151,1,2005-10-31
C296,M3282,1,2005-10-31
C296,M3290,3,2005-11-29
C296,M3371,4,2005-10-31
C296,M3478,3,2005-11-14
C296,M3582,5,2005-11-29
C296,M3624,2,2005-10-31
C296,M3730,4,2005-10-31
C296,M3756,5,2005-10-31
C296,M3798,5,2005-11-14
C296,M3860,1,2005-10-31
C296,M3938,3,2005-10-31
C296,M4302,4,2005-06-13
C296,M4330,3,2005-06-13
C296,M4356,4,2005-10-31
C296,M4432,3,2005-10-31
C296,M4472,3,2005-10-31
C298,M143,3,2003-05-21
C298,M175,4,2003-05-21
C298,M241,5,2005-07-26
C298,M290,4,2005-04-05
C298,M311,4,2005-07-26
C298,M378,3,2004-12-20
C298,M413,1,2003-11-20
C298,M457,4,2004-08-24
C298,M477,4,2004-12-29
C298,M513,4,2003-12-05
C298,M571,4,2002-01-30
C298,M607,2,2003-05-21
C298,M720,4,2005-07-26
C298,M758,1,2005-04-13
C298,M963,4,2003-05-21
C298,M985,3,2003-05-21
C298,M1020,5,2004-04-29
C298,M1058,4,2004-12-29
C298,M1138,2,2004-10-21
C298,M1255,5,2004-01-07
C298,M1295,4,2005-07-26
C298,M1324,4,2003-05-21
C298,M1466,4,2003-05-21
C298,M1575,4,2003-11-20
C298,M1595,4,2003-05-21
C298,M1615,3,2003-05-21
C298,M1642,4,2005-07-26
C298,M1719,2,2005-07-06
C298,M1754,4,2004-12-29
C298,M1798,4,2003-05-21
C298,M1865,5,2005-01-28
C298,M1905,4,2003-12-23
C298,M2016,4,2005-10-12
C298,M2122,4,2004-05-26
C298,M2178,3,2003-05-21
C298,M2195,4,2005-07-26
C298,M2209,4,2003-05-21
C298,M2319,5,2005-07-26
C298,M2332,4,2004-12-29
C298,M2342,4,2005-01-06
C298,M2395,3,2003-05-21
C298,M2464,3,2003-05-21
C298,M2465,5,2005-07-26
C298,M2554,3,2003-05-21
C298,M2585,4,2004-05-26
C298,M2660,2,2003-05-21
C298,M2755,4,2004-12-29
C298,M2862,4,2005-07-26
C298,M2922,3,2003-05-21
C298,M2944,4,2005-07-26
C298,M2953,4,2003-05-21
C298,M3106,2,2003-05-21
C298,M3150,4,2005-07-26
C298,M3168,3,2003-05-21
C298,M3183,5,2005-07-26
C298,M3290,4,2003-05-21
C298,M3331,5,2004-12-29
C298,M3385,3,2003-12-09
C298,M3605,4,2003-05-21
C298,M3622,4,2004-02-18
C298,M3626,4,2004-08-31
C298,M3798,4,2003-05-21
C298,M3880,4,2003-06-12
C298,M4011,4,2004-12-29
C298,M4135,4,2003-05-21
C298,M4141,3,2003-05-21
C298,M4185,4,2005-07-26
C298,M4227,4,2003-05-21
C298,M4257,4,2004-05-26
C298,M4302,3,2003-05-21
C298,M4306,4,2003-05-21
C298,M4345,4,2005-07-26
C298,M4364,5,2003-10-08
C298,M4384,3,2005-04-01
C298,M4432,3,2004-01-13
C298,M4472,2,2004-05-26
C298,M4483,1,2003-10-09
C298,M4488,3,2003-05-21
C299,M367,3,2004-11-22
C299,M1202,3,2004-07-29
C299,M2152,2,2005-04-14
C299,M2252,4,2005-02-10
C299,M4472,3,2004-10-16
C301,M30,4,2004-05-27
C301,M197,4,2004-11-12
C301,M357,4,2004-09-05
C301,M385,4,2004-01-29
C301,M588,4,2004-02-17
C301,M705,4,2004-09-05
C301,M758,4,2004-11-12
C301,M798,4,2003-11-19
C301,M989,4,2004-12-22
C301,M1220,5,2004-11-12
C301,M1561,4,2004-05-27
C301,M1743,4,2004-09-05
C301,M1798,4,2004-09-05
C301,M1799,5,2004-09-05
C301,M1810,4,2003-11-24
C301,M1905,5,2004-02-17
C301,M1918,4,2004-10-05
C301,M1962,4,2005-03-10
C301,M2112,3,2003-12-30
C301,M2200,4,2004-11-12
C301,M2372,5,2005-01-29
C301,M2457,4,2004-11-12
C301,M2554,4,2004-12-14
C301,M2572,5,2005-07-16
C301,M2612,4,2004-11-12
C301,M2617,3,2004-09-05
C301,M2699,4,2004-11-30
C301,M2888,3,2004-10-18
C301,M3254,3,2004-11-12
C301,M3290,5,2005-05-12
C301,M3324,4,2004-04-14
C301,M3333,4,2005-02-22
C301,M3350,4,2004-05-27
C301,M3608,5,2005-04-29
C301,M3624,4,2004-05-27
C301,M3825,4,2004-09-05
C301,M3860,4,2004-05-27
C301,M3938,5,2004-11-12
C301,M3962,5,2003-11-19
C301,M4149,4,2004-11-12
C301,M4207,1,2005-08-06
C301,M4266,5,2004-11-12
C301,M4310,2,2005-06-07
C301,M4384,5,2004-11-12
C302,M175,5,2002-05-10
C302,M252,3,2003-04-28
C302,M299,3,2002-07-20
C302,M313,3,2004-06-02
C302,M483,3,2002-12-10
C302,M563,3,2002-11-05
C302,M571,4,2002-12-10
C302,M658,4,2003-11-26
C302,M708,1,2002-05-10
C302,M758,3,2005-10-31
C302,M788,2,2002-07-02
C302,M886,3,2005-08-18
C302,M962,3,2003-05-19
C302,M1046,3,2004-06-18
C302,M1102,4,2002-12-10
C302,M1110,5,2004-04-26
C302,M1120,3,2003-09-19
C302,M1145,3,2003-01-14
C302,M1220,4,2004-10-13
C302,M1460,4,2004-06-01
C302,M1509,3,2002-11-19
C302,M1542,4,2004-06-02
C302,M1585,3,2003-04-23
C302,M1754,3,2004-12-12
C302,M1833,3,2004-01-27
C302,M1905,4,2004-08-30
C302,M1962,5,2005-10-31
C302,M2095,4,2002-06-01
C302,M2122,1,2005-10-31
C302,M2152,4,2004-06-02
C302,M2254,3,2004-01-02
C302,M2360,4,2003-06-19
C302,M2372,3,2005-10-31
C302,M2391,3,2004-06-22
C302,M2452,2,2002-10-29
C302,M2499,3,2002-12-10
C302,M2561,2,2002-12-05
C302,M2580,4,2004-03-21
C302,M2612,4,2002-10-09
C302,M2660,5,2005-10-31
C302,M2782,3,2004-01-27
C302,M2800,4,2003-02-12
C302,M2862,4,2004-12-12
C302,M2874,3,2005-02-02
C302,M2955,4,2005-08-16
C302,M3106,4,2004-06-02
C302,M3151,2,2005-10-31
C302,M3282,2,2005-10-31
C302,M3320,3,2003-06-13
C302,M3368,4,2004-06-02
C302,M3371,4,2005-02-02
C302,M3427,3,2003-01-08
C302,M3466,4,2002-12-10
C302,M3624,3,2004-06-29
C302,M3756,2,2004-10-26
C302,M3860,4,2004-09-21
C302,M3890,3,2004-12-29
C302,M3928,3,2005-10-26
C302,M3938,4,2004-12-25
C302,M4043,3,2003-05-01
C302,M4159,3,2003-04-14
C302,M4216,2,2002-05-10
C302,M4260,1,2002-05-22
C302,M4302,5,2004-06-02
C302,M4306,4,2002-12-10
C302,M4315,3,2005-08-16
C302,M4356,4,2004-06-02
C302,M4432,3,2005-10-31
C302,M4472,3,2004-06-14
C304,M175,5,2004-12-29
C304,M191,3,2004-12-29
C304,M295,2,2004-12-29
C304,M311,4,2004-12-29
C304,M312,4,2004-12-29
C304,M313,4,2004-12-29
C304,M329,5,2004-12-29
C304,M331,5,2004-12-29
C304,M457,3,2005-05-24
C304,M482,4,2004-12-29
C304,M494,5,2004-12-29
C304,M571,3,2004-12-29
C304,M607,3,2005-04-01
C304,M692,4,2004-12-29
C304,M708,4,2004-12-29
C304,M788,5,2004-12-29
C304,M798,5,2004-12-29
C304,M886,4,2005-03-29
C304,M985,4,2005-04-01
C304,M1066,3,2005-05-24
C304,M1110,3,2005-05-24
C304,M1145,1,2004-12-29
C304,M1202,5,2004-12-29
C304,M1220,2,2005-05-24
C304,M1307,3,2005-05-24
C304,M1406,3,2004-12-29
C304,M1542,4,2004-12-29
C304,M1615,4,2004-12-29
C304,M1625,4,2004-12-29
C304,M1659,5,2004-12-29
C304,M1719,1,2005-06-05
C304,M1861,3,2004-12-29
C304,M1865,2,2004-12-29
C304,M1890,5,2004-12-29
C304,M1905,3,2005-05-24
C304,M1962,3,2005-05-24
C304,M2128,5,2004-12-29
C304,M2152,4,2004-12-29
C304,M2372,3,2004-12-29
C304,M2391,2,2005-05-24
C304,M2462,4,2004-12-29
C304,M2465,5,2004-12-29
C304,M2554,5,2004-12-29
C304,M2595,3,2004-12-29
C304,M2654,4,2005-02-14
C304,M2874,4,2005-05-24
C304,M2913,1,2005-06-28
C304,M2953,4,2004-12-29
C304,M3079,4,2005-02-07
C304,M3085,4,2004-12-29
C304,M3138,3,2005-05-24
C304,M3151,2,2005-05-24
C304,M3165,4,2005-02-07
C304,M3198,5,2004-12-29
C304,M3368,3,2004-12-29
C304,M3433,5,2005-04-01
C304,M3463,4,2004-12-29
C304,M3541,5,2004-12-29
C304,M3605,5,2004-12-29
C304,M3624,4,2005-05-24
C304,M3638,3,2004-12-29
C304,M3730,4,2005-05-24
C304,M3825,3,2005-04-01
C304,M3840,4,2004-12-29
C304,M3860,4,2004-12-29
C304,M3925,3,2004-12-29
C304,M3938,5,2005-01-07
C304,M4227,4,2004-12-29
C304,M4356,4,2005-05-24
C304,M4369,4,2004-12-29
C304,M4432,3,2005-05-24
C305,M175,1,2004-12-04
C305,M187,4,2004-12-19
C305,M191,5,2004-12-19
C305,M241,5,2004-12-04
C305,M257,4,2004-12-19
C305,M311,4,2005-01-19
C305,M431,5,2005-01-19
C305,M468,4,2004-12-19
C305,M473,5,2004-12-04
C305,M494,5,2004-12-04
C305,M788,2,2004-12-04
C305,M798,3,2004-12-04
C305,M872,5,2004-12-19
C305,M937,1,2004-12-04
C305,M953,1,2005-01-19
C305,M1068,4,2004-12-18
C305,M1324,4,2004-12-18
C305,M1571,2,2004-12-04
C305,M1595,5,2005-04-01
C305,M1618,5,2005-05-04
C305,M1700,5,2004-12-04
C305,M1842,5,2005-04-01
C305,M1865,3,2005-04-09
C305,M2112,5,2004-12-19
C305,M2122,2,2004-12-04
C305,M2178,4,2005-01-23
C305,M2290,4,2004-12-19
C305,M2348,5,2005-05-04
C305,M2430,5,2005-05-12
C305,M2452,5,2004-12-04
C305,M2465,4,2004-12-04
C305,M2628,3,2005-04-09
C305,M2699,3,2004-12-19
C305,M2734,5,2004-12-18
C305,M2780,4,2005-05-12
C305,M2782,5,2004-12-04
C305,M2862,4,2004-12-04
C305,M2874,4,2004-12-19
C305,M2890,4,2004-12-19
C305,M2965,5,2004-12-19
C305,M3150,4,2004-12-19
C305,M3151,5,2005-04-01
C305,M3168,5,2004-12-04
C305,M3274,4,2005-04-01
C305,M3290,5,2004-12-18
C305,M3320,3,2004-12-19
C305,M3355,4,2005-04-01
C305,M3385,5,2004-12-18
C305,M3446,5,2005-04-01
C305,M3481,5,2004-12-18
C305,M3489,4,2004-12-18
C305,M3541,4,2004-12-04
C305,M3593,5,2004-12-19
C305,M3605,5,2004-12-19
C305,M3756,3,2004-12-19
C305,M3798,5,2005-01-19
C305,M3824,5,2005-05-12
C305,M3860,3,2005-01-23
C305,M3879,4,2004-12-04
C305,M3903,4,2005-01-23
C305,M3917,5,2005-04-01
C305,M3925,3,2004-12-19
C305,M3938,4,2005-01-19
C305,M3962,5,2004-12-19
C305,M4043,1,2004-12-19
C305,M4262,2,2004-12-19
C305,M4266,5,2004-12-19
C305,M4306,2,2004-12-04
C305,M4356,3,2004-12-19
C305,M4364,5,2004-12-04
C305,M4384,4,2004-12-18
C305,M4392,5,2004-12-04
C307,M8,3,2005-09-22
C307,M30,4,2004-07-21
C307,M45,3,2004-06-15
C307,M270,5,2005-05-27
C307,M445,5,2004-01-29
C307,M501,5,2004-05-10
C307,M677,5,2004-09-02
C307,M721,2,2004-05-17
C307,M774,4,2005-05-24
C307,M801,2,2004-11-29
C307,M886,3,2005-05-27
C307,M1001,3,2004-06-25
C307,M1292,5,2004-04-09
C307,M1482,3,2004-09-02
C307,M1494,4,2004-01-27
C307,M2103,3,2004-04-13
C307,M2250,4,2004-12-06
C307,M2604,4,2004-05-21
C307,M2719,5,2004-09-22
C307,M2896,3,2005-03-02
C307,M3173,2,2005-01-04
C307,M3218,5,2004-01-16
C307,M3256,2,2004-09-01
C307,M3334,4,2004-04-01
C307,M3506,5,2004-07-14
C307,M3521,5,2004-06-14
C307,M3746,5,2005-07-08
C307,M3756,3,2004-02-06
C307,M3875,3,2005-08-03
C307,M3917,2,2005-09-26
C307,M3937,5,2004-01-16
C307,M4080,3,2004-06-02
C307,M4198,2,2005-04-12
C307,M4252,3,2005-03-22
C307,M4257,5,2005-06-09
C307,M4460,3,2004-06-29
C308,M290,3,2005-03-27
C308,M1220,5,2005-02-23
C308,M2342,4,2005-03-27
C308,M2372,3,2005-02-07
C308,M3333,4,2005-04-13
C308,M3713,3,2005-02-28
C310,M334,4,2005-08-15
C310,M409,5,2005-09-10
C310,M872,5,2005-09-10
C310,M1145,4,2005-07-25
C310,M1307,4,2005-02-10
C310,M1428,4,2005-02-10
C310,M2372,5,2005-02-01
C310,M2442,5,2005-09-10
C310,M2459,5,2005-09-10
C310,M2612,4,2005-02-10
C310,M2652,5,2005-10-02
C310,M3029,3,2005-04-11
C310,M3106,4,2005-02-10
C310,M3333,3,2005-01-20
C310,M3427,4,2005-02-10
C310,M3966,5,2005-01-26
C312,M1307,3,2005-06-08
C312,M1798,5,2005-06-08
C312,M2152,3,2005-06-08
C312,M3427,5,2005-06-08
C314,M257,5,2005-03-07
C314,M1144,5,2004-10-26
C314,M1174,3,2004-10-02
C314,M1470,4,2004-10-26
C314,M1542,5,2004-11-02
C314,M1615,3,2004-11-02
C314,M1650,3,2004-11-02
C314,M1744,3,2004-11-02
C314,M1865,2,2005-03-09
C314,M1962,4,2004-09-26
C314,M2000,4,2005-10-27
C314,M2152,4,2005-08-16
C314,M2290,5,2005-10-27
C314,M2340,3,2005-08-16
C314,M2360,5,2005-10-27
C314,M2443,2,2005-12-28
C314,M2452,3,2004-11-13
C314,M2580,4,2004-12-21
C314,M2953,3,2004-11-02
C314,M2955,5,2005-10-27
C314,M3079,4,2005-10-27
C314,M3216,4,2005-08-16
C314,M3418,3,2004-11-02
C314,M3433,5,2005-08-16
C314,M3925,3,2004-11-02
C314,M3938,3,2005-08-30
C314,M4123,4,2005-08-16
C314,M4135,5,2005-02-23
C314,M4256,4,2004-11-02
C314,M4302,4,2004-11-02
C314,M4330,5,2004-11-02
C314,M4352,3,2005-02-23
C330,M167,4,2005-11-21
C330,M171,4,2005-07-05
C330,M199,3,2005-07-05
C330,M241,4,2005-07-05
C330,M299,2,2005-10-04
C330,M645,3,2005-09-30
C330,M872,3,2005-07-05
C330,M886,2,2005-07-27
C330,M963,4,2005-07-05
C330,M1144,5,2005-07-05
C330,M1470,4,2005-09-30
C330,M1595,4,2005-07-05
C330,M1905,3,2005-08-09
C330,M1972,4,2005-07-05
C330,M2371,4,2005-07-05
C330,M2913,4,2005-07-08
C330,M3282,3,2005-06-23
C330,M3290,3,2005-07-05
C330,M3315,4,2005-07-05
C330,M3582,4,2005-07-05
C330,M3730,3,2005-10-04
C330,M3798,4,2005-07-05
C330,M4284,4,2005-07-05
C331,M1832,5,2003-05-30
C331,M1974,4,2003-08-21
C331,M2782,4,2003-06-16
C331,M2862,4,2003-07-07
C331,M3148,3,2003-06-05
C333,M79,5,2002-08-14
C333,M108,5,2004-10-28
C333,M290,4,2005-01-25
C333,M357,4,2004-07-11
C333,M405,1,2004-06-14
C333,M416,4,2004-10-28
C333,M457,5,2005-01-07
C333,M571,4,2004-10-28
C333,M985,3,2002-07-18
C333,M1098,5,2004-11-30
C333,M1145,1,2004-06-14
C333,M1202,3,2004-10-28
C333,M1220,2,2004-11-30
C333,M1561,1,2004-06-28
C333,M1572,4,2003-07-26
C333,M1799,3,2004-10-28
C333,M1905,4,2004-06-28
C333,M1962,2,2004-10-28
C333,M2152,1,2002-07-18
C333,M2200,3,2002-08-14
C333,M2222,4,2004-04-28
C333,M2279,3,2002-07-30
C333,M2362,3,2004-06-14
C333,M2452,5,2002-12-04
C333,M2612,2,2003-12-05
C333,M2654,5,2004-10-28
C333,M2699,3,2004-06-14
C333,M2779,1,2004-06-14
C333,M2782,5,2004-06-28
C333,M2862,5,2002-07-18
C333,M2875,4,2004-04-29
C333,M2905,5,2003-03-19
C333,M2960,2,2004-11-18
C333,M3023,5,2003-12-05
C333,M3030,3,2004-06-14
C333,M3079,4,2004-12-08
C333,M3106,3,2002-07-18
C333,M3273,1,2003-07-26
C333,M3290,5,2005-01-25
C333,M3297,4,2003-12-05
C333,M3371,5,2004-10-28
C333,M3446,5,2003-12-05
C333,M3538,1,2004-10-28
C333,M3624,4,2004-06-28
C333,M3787,2,2003-03-19
C333,M3825,3,2004-06-28
C333,M4378,5,2004-06-14
C333,M4496,4,2004-06-14
C352,M191,5,2005-04-12
C352,M197,5,2005-03-18
C352,M468,3,2005-05-08
C352,M473,4,2005-04-25
C352,M1865,1,2005-04-17
C352,M1905,4,2005-07-06
C352,M2372,5,2005-03-15
C352,M2452,3,2005-05-05
C352,M2457,3,2005-04-25
C352,M2782,5,2005-03-15
C352,M3025,5,2005-05-03
C352,M3713,3,2005-04-25
C352,M3925,3,2005-05-08
C352,M3962,5,2005-05-08
C352,M3966,1,2005-05-26
C352,M4432,3,2005-03-18
C358,M334,2,2005-11-11
C358,M483,4,2005-11-11
C358,M571,4,2005-11-11
C358,M607,4,2005-11-11
C358,M658,5,2005-11-11
C358,M1110,4,2005-11-11
C358,M1145,3,2005-11-11
C358,M1202,3,2005-11-11
C358,M1267,2,2005-11-11
C358,M1307,3,2005-11-11
C358,M1615,4,2005-11-11
C358,M1650,4,2005-11-11
